Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g002954,5112,6370727,48.767,5052.000,2492.460,1293.723,0.000,0,100.000,12,1.598,1.227,1,
g002955,4013,7161803,88.966,3637.000,3569.301,19.557,0.000,0,100.000,2,11.999,3.740,1,
g002956,100,495,10.000,17.000,9.900,3.081,47.071,0,52.929,1,1.000,0.000,1,
g002957,725,9713,3.701,44.000,26.794,5.283,0.000,0,100.000,12,2.687,0.244,1,
g002958,944,221361,49.733,519.000,468.985,15.087,0.000,0,100.000,16,10.507,6.056,1,
g002959,3675,6709,0.099,4.000,3.651,0.485,0.000,0,100.000,3,58.255,43.304,1,
g002960,5593,2287537,14.628,882.000,818.000,16.838,0.000,0,100.000,1,2.000,0.000,1,
g002961,120,5648,79.104,104.000,94.133,4.347,49.433,0,50.567,2,25.187,14.417,,
g002962,1000,9990,2.000,35.000,19.980,4.339,0.000,0,100.000,1,1.000,0.000,1,
g002963,50,231,18.857,17.000,9.240,2.658,51.515,0,48.485,3,52.013,28.120,,
g002964,1000,399692,80.018,847.000,799.384,12.777,0.000,0,100.000,12,8.797,0.971,1,
g002965,829,120054,34.980,625.000,289.636,108.682,0.000,0,100.000,2,10.000,0.000,1,
g002966,912,111238,26.777,281.000,243.943,13.357,62.889,0,37.111,1,1.000,0.000,,
g002967,11821,22516,0.032,4.000,3.809,0.413,0.000,0,100.000,2,8.993,3.999,1,
g002968,6231,7950642,40.962,2815.000,2551.963,77.130,0.000,0,100.000,14,0.467,0.125,1,
g002969,905,757,0.185,43.000,1.673,2.586,0.000,0,100.000,13,6.581,5.747,1,
g002970,2000,5737,0.287,14.000,5.737,5.984,0.000,0,100.000,6,2734.007,14224.446,1,
g002971,26,130,40.000,10.000,10.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002972,64,288,14.286,9.000,9.000,0.000,0.000,0,100.000,1,1.250,0.429,,
g002973,2000,5764,0.288,14.000,5.764,6.012,0.000,0,100.000,6,1561.589,3618.736,1,
g002974,1000,1250,0.250,12.000,2.500,1.604,0.000,0,100.000,2,5.505,2.890,1,
g002975,931,222707,51.444,515.000,478.425,14.533,0.000,0,100.000,16,0.333,0.236,1,
g002976,92,116,2.771,4.000,2.522,0.801,0.000,0,100.000,7,702442.526,484016.000,1,
g002977,123,233,3.105,5.000,3.789,0.701,0.000,0,100.000,6,17601.657,37986.418,1,
g002978,353,608,0.979,4.000,3.445,0.632,0.000,0,100.000,2,8.947,3.986,1,
g002979,1200,3982,0.554,31.000,6.637,6.360,0.000,0,100.000,3,105.497,2.857,,
g002980,6874,13825,0.059,232.000,4.022,6.165,0.000,0,100.000,16,0.012,0.012,1,
g002981,3184,1564239,30.869,3183.000,982.562,924.095,0.000,0,100.000,2,12.996,3.740,,
g002982,150,8831,79.025,133.000,117.747,4.953,50.176,0,49.824,2,25.738,14.483,,
g002983,719,258121,100.000,718.000,718.000,0.000,0.000,0,100.000,12,9.074,3.285,1,
g002984,495,5940,4.858,32.000,24.000,5.908,6.532,0,93.468,14,46.292,29.602,1,
g002985,250,3032,9.741,36.000,24.256,4.708,48.351,0,51.649,2,25.227,14.563,1,
g002986,640,4135,2.022,25.000,12.922,3.590,0.000,0,100.000,3,150.116,61.390,1,
g002987,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,149.526,61.158,1,
g002988,926,308937,72.135,706.000,667.251,13.587,0.000,0,100.000,12,15.624,1.426,1,
g002989,710,1046,0.416,4.000,2.946,0.747,0.000,0,100.000,7,255101.632,205930.143,1,
g002990,1800,14222,0.878,30.000,15.802,3.837,0.000,0,100.000,1,2.341,1.241,1,
g002991,84,149,4.274,5.000,3.548,0.878,0.000,0,100.000,4,252.188,428.181,1,
g002992,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002993,40,60,7.692,3.000,3.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002994,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,149.520,61.389,1,
g002995,29,28,6.897,3.000,1.931,0.828,0.000,0,100.000,7,1165695.929,931991.873,,
g002996,3636,284851,4.310,518.000,156.684,180.104,0.000,0,100.000,12,6.503,2.019,1,
g002997,514,106989,81.150,438.000,416.300,8.475,0.000,0,100.000,12,5.807,0.370,1,
g002998,2856,5712,0.140,4.000,4.000,0.000,0.000,0,100.000,12,13.729,1.275,1,1
g002999,438,63280,66.121,319.000,288.950,9.867,0.000,0,100.000,16,3.492,3.481,1,
g003000,60,885,50.000,42.000,29.500,4.291,0.000,0,100.000,1,1.000,0.000,,
g003001,1800,14531,0.897,31.000,16.146,4.004,0.000,0,100.000,1,2.343,1.241,1,
g003002,28,168,44.444,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g003004,250,1410,4.530,21.000,11.280,3.343,0.000,0,100.000,1,5.000,0.000,1,
g003005,160,240,1.887,9.000,3.000,1.581,0.000,0,100.000,3,153.671,62.617,1,
g003006,150,11175,100.000,149.000,149.000,0.000,0.000,0,100.000,15,1711.618,922.163,,
g003007,4394,1040502,10.781,882.000,473.601,205.653,0.000,0,100.000,12,14.169,4.386,1,
g003008,300,21695,48.372,162.000,144.633,6.390,0.000,0,100.000,1,1.000,0.000,1,
g003009,856,1621,0.443,7.000,3.787,0.831,0.000,0,100.000,6,11849.341,32301.086,1,
g003010,80,350,11.076,14.000,8.750,2.620,0.000,0,100.000,3,151.774,60.798,,
g003011,19083,35636,0.020,4.000,3.735,0.445,0.000,0,100.000,3,58.131,42.263,1,
g003012,543,727,0.494,4.000,2.678,0.771,0.000,0,100.000,7,280542.365,200589.132,1,
g003013,258,357,1.077,4.000,2.767,0.845,0.000,0,100.000,4,464.000,671.870,1,
g003014,1000,3000,0.601,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g003015,100,4950,100.000,99.000,99.000,0.000,0.000,0,100.000,4,750.726,437.198,,
g003016,710,107210,42.595,332.000,302.000,10.100,27.987,0,72.013,1,1.000,0.000,1,
g003017,100,343,6.929,14.000,6.860,3.020,0.000,0,100.000,5,10706.131,3719.925,1,
g003018,26,123,37.846,15.000,9.462,2.885,0.000,0,100.000,5,12471.569,12581.745,,
g003019,731,181155,67.895,537.000,495.636,12.556,0.000,0,100.000,12,1.657,1.440,1,
g003020,550,5013,3.320,124.000,18.229,26.223,0.000,0,100.000,1,1.000,0.000,,
g003021,3374,4908757,86.266,2979.000,2909.755,19.876,0.000,0,100.000,2,21.499,7.497,1,
g003022,160,320,2.516,11.000,4.000,1.904,0.000,0,100.000,3,129.425,47.682,1,
g003023,640,960,0.469,10.000,3.000,1.715,0.000,0,100.000,3,108.642,30.250,1,
g003024,400,1516,1.900,18.000,7.580,2.991,0.000,0,100.000,4,5297.658,1846.609,1,
g003025,528,1056,0.759,4.000,4.000,0.000,0.000,0,100.000,14,0.272,0.125,1,1
g003026,918,1684,0.400,4.000,3.669,0.548,0.000,0,100.000,2,8.981,3.994,1,
g003027,402,780,0.968,11.000,3.881,0.957,0.000,0,100.000,6,11670.912,32078.797,1,
g003028,80,120,3.797,7.000,3.000,1.581,0.000,0,100.000,3,147.492,57.647,1,
g003029,364,5148,7.792,33.000,28.286,6.133,12.199,0,87.801,15,9.910,5.524,1,
g003030,57,84,5.263,4.000,2.947,0.605,0.000,0,100.000,3,60.286,43.993,1,
g003031,1024,5120,0.978,10.000,10.000,0.000,0.000,0,100.000,3,131.870,46.146,,
g003032,80,3125,98.892,79.000,78.125,0.781,100.000,0,0.000,3,50.391,28.708,,
g003033,1001,1419,0.284,4.000,2.835,0.782,0.000,0,100.000,7,2100941.126,1644957.935,1,
g003034,675,167155,73.483,531.000,495.274,11.065,40.989,0,59.011,1,1.000,0.000,1,
g003035,14950,581900,0.521,88.000,77.846,13.187,0.000,0,100.000,14,0.539,0.133,1,
g003036,100,459,9.273,16.000,9.180,2.729,52.288,0,47.712,3,48.394,28.945,,
g003037,927,142202,33.132,676.000,306.800,117.728,37.749,0,62.251,1,1.000,0.000,1,
g003038,7998,14734,0.046,4.000,3.684,0.470,0.000,0,100.000,3,58.366,43.879,1,
g003039,100,2475,50.000,60.000,49.500,5.025,0.000,0,100.000,2,5.585,2.830,,
g003040,36,224,35.556,14.000,12.444,2.910,0.000,0,100.000,12,16.997,1.560,1,
g003041,160,2544,20.000,51.000,31.800,5.502,0.000,0,100.000,3,108.971,30.316,1,
g003042,1848,3286,0.193,4.000,3.556,0.573,0.000,0,100.000,2,8.839,3.994,1,
g003043,788,26118,8.423,82.000,66.289,4.518,0.000,0,100.000,12,15.520,4.921,1,
g003044,2000,4000,0.200,4.000,4.000,0.000,0.000,0,100.000,12,48.675,24.827,1,1
g003045,528,1056,0.759,4.000,4.000,0.000,10.890,1,87.311,2,24.514,16.376,1,1
g003046,3000,2238426,49.759,1588.000,1492.284,27.897,49.999,0,50.001,3,50.502,28.870,1,
g003047,100,4901,99.010,99.000,98.020,1.049,50.296,0,49.704,1,1.000,0.000,,
g003048,596,163,0.092,11.000,0.547,0.973,0.000,0,100.000,2,16.006,4.636,1,
g003049,80,3128,98.987,79.000,78.200,0.914,48.945,0,51.055,1,1.000,0.000,,
g003050,387,626,0.838,4.000,3.235,0.650,0.000,0,100.000,2,8.131,3.895,1,
g003051,105,5460,100.000,104.000,104.000,0.000,0.000,0,100.000,15,1177.355,670.365,1,
g003052,80,115,3.639,4.000,2.875,0.764,0.000,0,100.000,7,808353.470,586251.469,1,
g003053,950,122584,27.194,949.000,258.072,270.873,0.000,0,100.000,1,7.000,0.000,,
g003054,4157,269347,3.118,163.000,129.587,6.257,0.000,0,100.000,2,10.000,0.000,1,
g003055,2604,3756,0.111,4.000,2.885,0.736,0.000,0,100.000,6,133648.531,102389.523,1,
g003056,500,2500,2.004,22.000,10.000,2.958,0.000,0,100.000,2,5.455,2.880,1,
g003057,5286,5385224,38.553,4195.000,2037.542,742.393,0.000,0,100.000,1,5.000,0.000,1,
g003058,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g003059,3447,813960,13.705,1567.000,472.272,250.061,12.539,4,83.279,2,8.996,6.256,1,
g003060,1250,2335,0.299,8.000,3.736,3.820,0.000,0,100.000,6,1959.743,5068.811,1,
g003061,500,625,0.501,12.000,2.500,1.587,0.000,0,100.000,2,5.486,2.829,1,
g003062,5911,8151269,46.667,2861.000,2758.000,30.089,0.000,0,100.000,13,10.238,2.080,1,
g003063,320,480,0.940,9.000,3.000,1.737,0.000,0,100.000,3,110.642,31.681,1,
g003064,150,11175,100.000,149.000,149.000,0.000,0.000,0,100.000,2,15.206,16.375,1,
g003065,744,1488,0.538,4.000,4.000,0.000,0.000,0,100.000,16,0.027,0.026,1,1
g003066,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g003067,812,1624,0.493,4.000,4.000,0.000,0.000,0,100.000,14,7.306,5.394,1,1
g003068,917,209916,49.982,880.000,457.832,199.597,21.285,0,78.715,16,15.634,11.035,1,
g003069,917,1850,0.440,6.000,4.035,0.603,0.000,0,100.000,6,14765.981,35452.834,1,
g003070,570,770,0.475,4.000,2.702,0.778,0.000,0,100.000,7,278269.438,222482.740,1,
g003071,1431,2089,0.204,92.000,2.920,4.178,0.000,0,100.000,13,0.802,0.120,1,
g003072,898,40410,10.033,111.000,90.000,6.699,39.315,0,60.685,1,1.000,0.000,1,
g003073,2532,3615,0.113,4.000,2.855,0.770,0.000,0,100.000,6,132341.628,107580.278,1,
g003074,185,3946,23.184,158.000,42.659,31.163,0.000,0,100.000,1,1.000,0.000,,
g003075,100,4455,90.000,95.000,89.100,3.189,0.000,0,100.000,2,5.493,2.900,,
g003076,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.127,38.249,1,
g003077,5075,3958219,30.743,1847.000,1559.889,68.780,0.000,0,100.000,14,0.667,0.131,1,
g003078,320,1845,3.615,23.000,11.531,3.362,0.000,0,100.000,3,105.515,24.477,1,
g003079,817,166530,49.959,788.000,407.662,176.672,37.010,0,62.990,1,1.000,0.000,,
g003080,998,244240,49.093,935.000,489.459,198.314,0.000,0,100.000,1,3.000,0.000,,
g003081,2500,5000,0.160,16.000,4.000,2.047,0.000,0,100.000,2,5.534,2.846,1,
g003082,4046,7895808,96.490,3940.000,3903.019,11.710,0.000,0,100.000,16,0.012,0.012,1,
g003083,21,70,33.333,20.000,6.667,2.981,0.000,0,100.000,1,1.000,0.000,,
g003084,5226,93394,0.684,477.000,35.742,69.408,0.000,0,100.000,7,4.347,0.000,1,
g003085,2362,1225017,43.934,2357.000,1037.271,659.885,0.000,0,100.000,12,1.597,1.125,1,
g003086,160,240,1.887,12.000,3.000,1.775,0.000,0,100.000,3,131.200,53.074,1,
g003087,986,449302,92.524,934.000,911.363,8.556,0.152,0,99.848,16,48.318,18.494,1,
g003088,100,2475,50.000,60.000,49.500,5.025,45.737,4,49.818,2,5.238,3.012,,
g003089,27,26,7.407,3.000,1.926,0.766,0.000,0,100.000,7,1071054.500,726130.896,,
g003090,50,101,8.245,10.000,4.040,2.332,45.545,0,54.455,3,49.495,29.391,1,
g003091,19177,35730,0.019,4.000,3.726,0.460,0.000,0,100.000,3,57.979,42.202,1,
g003092,562,39446,25.023,169.000,140.377,10.165,0.000,0,100.000,16,0.016,0.016,1,
g003093,700,160650,65.665,459.000,459.000,0.000,34.553,0,65.447,16,33.305,25.055,1,
g003094,3274,723991,13.513,510.000,442.267,19.426,6.838,0,93.162,16,8.130,4.748,1,
g003095,550,5013,3.320,124.000,18.229,26.223,0.000,0,100.000,3,105.538,2.889,,
g003096,1000,1250,0.250,12.000,2.500,1.514,0.000,0,100.000,2,5.426,2.873,1,
g003097,953,157888,34.806,375.000,331.349,14.437,0.000,0,100.000,12,1.387,0.584,1,
g003098,3222,395365,7.619,293.000,245.416,14.902,0.000,0,100.000,2,29.002,11.253,1,
g003099,80,350,11.076,15.000,8.750,2.773,0.000,0,100.000,3,114.700,37.280,,
g003100,100,131,2.646,4.000,2.620,0.914,0.000,0,100.000,7,673121.374,536399.785,1,
g003101,100,2475,50.000,64.000,49.500,5.195,0.000,0,100.000,1,1.000,0.000,,
g003102,1000,100062,20.032,249.000,200.124,12.403,0.000,0,100.000,12,26.197,12.230,1,
g003103,2062,1110162,52.246,1329.000,1076.782,389.008,0.000,0,100.000,2,34.493,17.313,1,
g003104,5289,2555954,18.278,1073.000,966.517,27.985,5.259,1,93.430,2,33.757,21.516,1,
g003105,320,10208,20.000,83.000,63.800,7.035,0.000,0,100.000,3,104.332,22.399,1,
g003106,4452,2123072,21.428,1161.000,953.761,42.651,0.000,0,100.000,12,27.991,11.540,1,
g003107,5226,93394,0.684,477.000,35.742,69.408,0.000,0,100.000,7,5.956,0.000,1,
g003108,640,40896,20.000,163.000,127.800,9.578,0.000,0,100.000,3,115.237,38.361,1,
g003109,640,4135,2.022,26.000,12.922,3.522,0.000,0,100.000,3,149.369,61.295,1,
g003110,469,34314,31.267,199.000,146.328,32.190,0.000,0,100.000,12,23.188,9.920,1,
g003111,4189,8378,0.096,4.000,4.000,0.000,0.000,0,100.000,13,2.059,0.230,1,1
g003112,738,133225,48.988,384.000,361.043,6.818,19.121,2,78.515,2,14.216,10.049,,
g003113,1470,61740,5.718,107.000,84.000,6.211,0.000,0,100.000,12,21.853,5.750,1,
g003114,5004,5424336,43.334,2261.000,2168.000,26.162,1.414,0,98.586,16,34.556,16.798,1,
g003115,930,207200,47.965,923.000,445.591,241.776,0.000,0,100.000,14,5.407,3.820,1,
g003116,542,47906,32.676,210.000,176.775,10.439,0.000,0,100.000,16,0.054,0.054,1,
g003117,743,1409,0.511,6.000,3.793,0.868,0.000,0,100.000,7,179568.757,383665.330,1,
g003118,500,123521,99.015,499.000,494.084,2.305,49.913,0,50.087,2,25.515,14.434,1,
g003119,4096,24574,0.293,12.000,11.999,0.031,0.000,0,100.000,1,1.231,0.438,,
g003120,1202,112988,15.654,216.000,188.000,7.844,0.000,0,100.000,1,1.000,0.000,1,
g003121,4096,24574,0.293,12.000,11.999,0.031,0.000,0,100.000,3,128.582,43.882,,
g003122,120,5616,78.655,108.000,93.600,4.901,48.860,0,51.140,2,25.612,14.460,,
g003123,596,832,0.469,4.000,2.792,0.751,0.000,0,100.000,7,278101.112,212780.377,1,
g003124,54,77,5.381,4.000,2.852,0.780,0.000,0,100.000,7,1088382.325,751590.875,1,
g003125,5531,2272548,14.860,5530.000,821.749,1330.471,5.769,0,94.231,16,11.252,6.360,1,
g003126,1000,160000,32.032,999.000,320.000,290.938,0.000,0,100.000,16,0.016,0.016,1,
g003127,640,40896,20.000,163.000,127.800,9.973,0.000,0,100.000,3,102.323,17.371,1,
g003128,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.314,27.830,1,
g003129,990,1258,0.257,4.000,2.541,0.793,0.000,0,100.000,5,4303.131,3343.009,1,
g003130,656,81647,38.004,287.000,248.924,12.400,1.602,0,98.398,16,19.535,10.707,1,
g003131,2132,3702,0.163,4.000,3.473,0.588,0.000,0,100.000,2,8.834,3.994,1,
g003132,686,105549,44.923,594.000,307.723,113.955,0.000,0,100.000,12,4.542,39.707,1,
g003133,789,148332,47.716,415.000,376.000,11.021,0.000,0,100.000,14,0.429,0.128,1,
g003134,4546,453938,4.394,253.000,199.709,13.650,0.000,0,100.000,12,15.501,4.907,1,
g003135,4920,7634854,63.094,3231.000,3103.599,33.677,0.000,0,100.000,12,1.480,0.816,1,
g003136,732,65771,24.583,205.000,179.702,6.231,0.000,0,100.000,16,0.286,0.160,1,
g003137,999,1197,0.240,60.000,2.396,3.475,4.177,1,93.901,2,17.287,10.641,1,
g003138,3134,1585804,32.301,1073.000,1012.000,18.447,0.000,0,100.000,12,74.222,18.148,1,
g003139,640,40896,20.000,158.000,127.800,9.706,0.000,0,100.000,3,115.256,38.322,1,
g003140,2500,12500,0.400,26.000,10.000,3.156,0.000,0,100.000,2,5.509,2.892,1,
g003141,1436,723026,70.174,1007.000,1007.000,0.000,35.014,0,64.986,16,5.451,3.552,1,
g003142,3040,6080,0.132,4.000,4.000,0.000,9.112,0,90.888,14,30.901,20.408,1,1
g003143,320,640,1.254,15.000,4.000,1.983,0.000,0,100.000,3,148.136,61.841,1,
g003144,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g003145,1000,25000,5.005,50.000,50.000,0.000,0.764,0,99.236,15,44.435,20.660,1,
g003147,500,12318,9.874,69.000,49.272,6.465,50.179,0,49.821,3,50.265,28.783,1,
g003148,500,50000,40.080,226.000,200.000,7.804,0.000,0,100.000,12,12.944,1.025,1,
g003149,2187,15308,0.640,14.000,13.999,0.030,0.000,0,100.000,1,1.203,0.415,1,
g003150,3674,495614,7.345,704.000,269.795,194.629,0.000,0,100.000,12,53.047,16.404,1,
g003152,1000,47047,9.419,412.000,94.094,60.717,0.000,0,100.000,12,1.373,0.548,1,
g003154,717,139772,54.453,433.000,389.880,13.270,0.000,4,95.821,2,11.494,6.922,1,
g003155,1000,8107,1.623,29.000,16.214,3.954,0.000,0,100.000,1,2.353,1.242,1,
g003156,236,343,1.237,4.000,2.907,0.713,0.000,0,100.000,7,475316.921,368538.306,1,
g003157,506,54208,42.428,505.000,214.261,143.921,20.831,0,79.169,16,16.107,11.361,1,
g003158,640,960,0.469,11.000,3.000,1.697,0.000,0,100.000,3,115.549,38.726,1,
g003159,100,284,5.737,11.000,5.680,1.959,0.000,0,100.000,5,50511.842,28431.619,1,
g003160,160,320,2.516,13.000,4.000,2.127,0.000,0,100.000,3,149.272,58.051,1,
g003161,100,4892,98.828,99.000,97.840,1.102,50.102,0,49.898,2,25.714,14.344,,
g003162,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,129.524,50.626,1,
g003163,183,249,1.495,4.000,2.721,0.799,0.000,0,100.000,7,489161.727,347183.989,1,
g003164,3000,3579791,79.577,2462.000,2386.527,22.234,49.999,0,50.001,3,50.501,28.873,1,
g003165,160,320,2.516,11.000,4.000,2.077,0.000,0,100.000,3,154.434,63.720,1,
g003166,662,21234,9.705,114.000,64.151,29.542,0.000,0,100.000,12,1.932,2.486,1,
g003167,120,5675,79.482,106.000,94.583,4.714,50.872,0,49.128,2,25.574,14.326,,
g003168,1337,1933,0.216,4.000,2.892,0.770,0.000,0,100.000,6,183734.983,145014.563,1,
g003169,777,867,0.288,4.000,2.232,0.837,0.000,0,100.000,5,500.087,1213.985,1,
g003170,2404,4469,0.155,11.000,3.718,0.782,0.000,0,100.000,7,73174.519,260385.195,1,
g003171,1000,3000,0.601,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g003172,688,1388,0.587,5.000,4.035,0.595,0.000,0,100.000,6,15499.572,36162.494,1,
g003173,3428,2228832,37.945,3427.000,1300.369,995.973,0.000,0,100.000,16,0.081,0.081,1,
g003174,541,906,0.620,4.000,3.349,0.667,0.000,0,100.000,2,8.797,3.985,1,
g003175,984,315987,65.336,688.000,642.250,14.817,12.375,0,87.625,1,1.000,0.000,1,
g003176,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g003177,650,25029,11.866,158.000,77.012,36.871,0.000,0,100.000,14,35.491,13.490,1,
g003178,3060,71400,1.526,56.000,46.667,9.470,0.000,0,100.000,16,0.022,0.022,1,
g003179,250,31125,100.000,249.000,249.000,0.000,42.583,14,42.667,6,557.231,5812.145,1,
g003180,839,70783,20.135,201.000,168.732,8.352,0.000,0,100.000,2,39.037,20.503,1,
g003181,3000,24026,0.534,34.000,16.017,3.995,0.000,0,100.000,1,2.338,1.245,1,
g003182,29,28,6.897,3.000,1.931,0.828,0.000,0,100.000,7,1203710.214,669104.312,1,
g003185,1000,3000,0.601,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g003186,223,404,1.632,9.000,3.623,0.837,0.000,0,100.000,6,15848.557,36460.619,1,
g003187,221,313,1.288,4.000,2.833,0.751,0.000,0,100.000,7,475104.518,393684.567,1,
g003188,160,2544,20.000,42.000,31.800,4.768,0.000,0,100.000,3,129.026,50.139,,
g003189,640,960,0.469,13.000,3.000,1.794,0.000,0,100.000,3,102.235,17.265,1,
g003190,1000,9990,2.000,35.000,19.980,4.252,0.000,0,100.000,1,1.000,0.000,1,
g003191,4027,3299494,40.703,1739.000,1638.686,31.332,0.000,0,100.000,12,2.220,5.536,1,
g003192,225,450,1.786,4.000,4.000,0.000,48.889,0,51.111,6,77419.129,58298.169,1,1
g003193,1250,2340,0.300,8.000,3.744,3.827,0.000,0,100.000,6,2518.803,12340.319,1,
g003194,100,495,10.000,23.000,9.900,3.306,47.879,0,52.121,1,1.000,0.000,,
g003195,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.314,27.830,1,
g003196,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,149.454,61.311,1,
g003197,160,812,6.384,18.000,10.150,3.262,0.000,0,100.000,3,114.225,38.466,1,
g003198,3972,5850724,74.187,3043.000,2945.984,27.965,0.000,0,100.000,12,46.205,11.858,1,
g003200,3000,3580951,79.603,2462.000,2387.301,21.822,49.977,0,50.023,3,50.503,28.874,1,
g003201,320,640,1.254,10.000,4.000,1.967,0.000,0,100.000,3,121.573,46.312,1,
g003202,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,149.463,61.316,1,
g003203,760,57760,20.026,152.000,152.000,0.000,0.000,0,100.000,14,0.625,0.161,1,
g003204,234,332,1.218,4.000,2.838,0.767,0.000,0,100.000,7,451434.759,355148.285,1,
g003205,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,102.331,17.379,1,
g003206,910,8190,1.980,29.000,18.000,2.571,0.000,0,100.000,12,23.097,8.095,1,
g003207,640,960,0.469,13.000,3.000,1.755,0.000,0,100.000,3,151.568,62.244,1,
g003208,38282,71521,0.010,4.000,3.737,0.443,0.000,0,100.000,3,56.276,42.277,1,
g003209,100,333,6.727,12.000,6.660,2.554,0.000,0,100.000,5,10647.862,3671.015,1,
g003210,4272,4323264,47.389,2108.000,2024.000,24.751,0.000,0,100.000,1,9.000,0.000,1,
g003211,1761,3370,0.217,12.000,3.827,0.840,0.000,0,100.000,6,7570.539,26441.399,1,
g003212,4036,3823957,46.962,2012.000,1894.924,31.840,0.000,0,100.000,1,2.000,0.000,1,
g003213,5179,8165,0.061,4.000,3.153,0.683,0.000,0,100.000,2,8.676,3.986,1,
g003214,661,952,0.436,4.000,2.880,0.814,0.000,0,100.000,7,246938.248,198458.973,1,
g003215,2206,2272,0.093,4.000,2.060,0.410,0.000,0,100.000,5,363.717,329.450,1,
g003216,1600,378879,29.618,1599.000,473.599,462.177,41.855,0,58.145,16,46.488,35.115,1,
g003218,640,4135,2.022,23.000,12.922,3.500,0.000,0,100.000,3,116.277,39.496,1,
g003219,120,7140,100.000,119.000,119.000,0.000,0.000,0,100.000,2,13.952,15.760,1,
g003220,5503,1565802,10.343,2175.000,569.072,328.585,0.000,0,100.000,12,1.352,0.505,1,
g003221,80,120,3.797,9.000,3.000,1.681,0.000,0,100.000,3,148.700,61.359,1,
g003222,640,1280,0.626,13.000,4.000,2.007,0.000,0,100.000,3,102.067,16.265,1,
g003223,250,3093,9.937,37.000,24.744,4.856,49.855,0,50.145,2,25.536,14.495,1,
g003224,1679,2058,0.146,4.000,2.451,0.779,0.000,0,100.000,4,1694.142,1371.344,1,
g003225,160,240,1.887,10.000,3.000,1.688,0.000,0,100.000,3,151.021,64.331,1,
g003226,45,191,19.293,14.000,8.489,2.721,0.000,0,100.000,5,12055.932,6715.423,1,
g003227,1322,1918,0.220,4.000,2.902,0.747,0.000,0,100.000,6,186102.771,152880.247,1,
g003228,320,1845,3.615,26.000,11.531,3.527,0.000,0,100.000,3,149.359,61.928,1,
g003229,250,27897,89.629,234.000,223.176,4.595,0.000,0,100.000,1,1.000,0.000,1,
g003230,723,663,0.254,29.000,1.834,2.514,0.000,0,100.000,12,1.363,0.433,1,
g003231,3723,7446,0.107,4.000,4.000,0.000,0.000,0,100.000,12,2.395,3.965,1,1
g003232,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g003233,1773,361971,23.043,472.000,408.315,17.494,0.000,0,100.000,14,26.157,13.694,1,
g003234,34479,55494,0.009,4.000,3.219,0.671,0.000,0,100.000,2,8.800,3.995,1,
g003235,636,23957,11.864,142.000,75.336,31.477,0.000,0,100.000,12,1.389,0.569,1,
